CLAVE,SITIO,ESTADO,LATITUD,LONGITUD,SEMAFORO,CLUSTER
DLGUE1345,PRESA EL CARACOL 1,GUERRERO,17.96404,-99.99335,Verde,0
DLGUE1346,PRESA EL CARACOL 3,GUERRERO,17.95471,-100.02019,Verde,0
DLGUE1347,PRESA EL CARACOL 2,GUERRERO,17.95039,-99.9908,Amarillo,0
DLGUE1348,PRESA EL CARACOL 4,GUERRERO,17.95108,-100.01574,Amarillo,0
DLGUE1349,RH16-5 BALSAS,GUERRERO,18.0053,-99.76834,Rojo,0
DLGUE1350,RIO COCULA 5,GUERRERO,18.03032,-99.74701,Amarillo,0
DLGUE1351,RIO COCULA 4,GUERRERO,18.10778,-99.71528,Rojo,0
DLGUE1352,PUENTE MEZCALA,GUERRERO,17.93858,-99.58798,Rojo,0
DLGUE1354,PUENTE NEXPA,GUERRERO,16.77731,-99.19708,Amarillo,0
DLGUE1355,LAGUNA TECOMATE 2,GUERRERO,16.66816,-99.292,Rojo,0
DLGUE1356,LAGUNA TECOMATE 1,GUERRERO,16.65612,-99.26447,Rojo,0
DLGUE1357,LAGUNA TECOMATE 3,GUERRERO,16.67789,-99.30379,Rojo,0
DLGUE1358,LAGUNA TECOMATE 4,GUERRERO,16.69125,-99.34852,Rojo,0
DLGUE1359,LAGUNA TECOMATE 5,GUERRERO,16.69428,-99.32942,Rojo,0
DLGUE1360,LAGUNA TECOMATE 8,GUERRERO,16.69505,-99.36753,Rojo,0
DLGUE1361,LAGUNA TECOMATE 7,GUERRERO,16.69761,-99.37516,Rojo,0
DLGUE1362,LAGUNA TECOMATE 6,GUERRERO,16.69452,-99.36176,Rojo,0
DLGUE1363,RIO COPALA 3,GUERRERO,16.61559,-98.9929,Amarillo,0
DLGUE1364,RIO EL CORTES,GUERRERO,16.77485,-99.50993,Amarillo,1
DLGUE1365,LAGUNA DE CHAUTENGO 1,GUERRERO,16.62995,-99.09683,Verde,0
DLGUE1366,LAGUNA DE CHAUTENGO 2,GUERRERO,16.6381,-99.12775,Rojo,0
DLGUE1367,LAGUNA DE CHAUTENGO 4,GUERRERO,16.6097,-99.11191,Verde,0
DLGUE1368W1,MAR - DESEMBOCADURA LAGUNA DE CHAUTENGO,GUERRERO,16.60634,-99.11574,Rojo,0
DLGUE1369,LAGUNA DE CHAUTENGO 3,GUERRERO,16.59964,-99.05421,Rojo,0
DLGUE1370,PUENTE COPALA,GUERRERO,16.61197,-98.99679,Amarillo,0
DLGUE1371,PUENTE MARQUELIA,GUERRERO,16.58369,-98.81954,Amarillo,0
DLGUE1372,DESEMBOCADURA RIO SANTA CATARINA 1,GUERRERO,16.50247,-98.72772,Verde,0
DLGUE1373,DESEMBOCADURA RIO SANTA CATARINA 2,GUERRERO,16.50196,-98.72668,Verde,0
DLGUE1374,PLAYA TORTUGUERA CAHUITLAN 3,GUERRERO,16.5068,-98.72108,Rojo,0
DLGUE1375,PLAYA TORTUGUERA CAHUITLAN 2,GUERRERO,16.4223,-98.64846,Rojo,0
DLGUE1376,RH20-2 COSTA CHICA-RIO VERDE,GUERRERO,16.57681,-98.49267,Amarillo,0
DLGUE1377,RIO CORTIJO BARAJILLA 2,GUERRERO,16.5102,-98.51686,Amarillo,0
DLGUE1378,RIO CORTIJO BARAJILLA 1,GUERRERO,16.5009,-98.40589,Verde,0
DLGUE1379,PLAYA TORTUGUERA CAHUITLAN 1,GUERRERO,16.46915,-98.6982,Rojo,0
DLGUE1380,PUENTE BARAJILLAS,GUERRERO,16.50958,-98.46294,Amarillo,0
DLGUE1381,PUENTE MILPILLAS,GUERRERO,16.57824,-98.46145,Amarillo,0
DLGUE1382,RIO SANTA CATARINA 3,GUERRERO,16.57693,-98.45635,Amarillo,0
DLGUE1383,RIO QUETZALA 2 VISTA HERMOSA,GUERRERO,16.60707,-98.49025,Amarillo,0
DLGUE1384,PUENTE QUETZALA,GUERRERO,16.64963,-98.50459,Amarillo,0
DLGUE1385,RIO QUETZALA 1,GUERRERO,16.66705,-98.50607,Amarillo,0
DLGUE1386,RIO SANTA CATARINA 4,GUERRERO,16.67843,-98.33309,Amarillo,0
DLGUE1387,RIO SANTA CATARINA 5,GUERRERO,16.68327,-98.32685,Amarillo,0
DLGUE1388,FRENTE AL HOTEL PRESIDENTE 2,GUERRERO,16.85545,-99.8634,Verde,0
DLGUE1389,ARROYO SALADO (GUERRERO),GUERRERO,18.7117,-99.61785,Amarillo,1
DLGUE1390M1,TAXCO EL VIEJO,GUERRERO,18.47374,-99.5788,Amarillo,1
DLGUE1391,LAGO DE TUXPAN 1,GUERRERO,18.3673,-99.49746,Amarillo,0
DLGUE1392,LAGO DE TUXPAN 2,GUERRERO,18.35819,-99.48194,Amarillo,0
DLGUE1393,PRESA VALERIO TRUJANO 3,GUERRERO,18.31167,-99.4595,Verde,0
DLGUE1394,PRESA VALERIO TRUJANO 2,GUERRERO,18.29875,-99.4589,Amarillo,0
DLGUE1395,PRESA VALERIO TRUJANO 1,GUERRERO,18.29656,-99.46387,Verde,0
DLGUE1396,PRESA VALERIO TRUJANO 4,GUERRERO,18.30916,-99.42946,Rojo,0
DLGUE1397,PUENTE AHUEHUEPAN,GUERRERO,18.34067,-99.65093,Amarillo,1
DLGUE1398M1,RIO CACALOTENANGO,GUERRERO,18.52291,-99.62709,Verde,1
DLGUE1399M1,RIO ACAMIXTLA,GUERRERO,18.55234,-99.56319,Amarillo,0
DLGUE1400M1,EL PUENTE,GUERRERO,18.52547,-99.58652,Amarillo,1
DLGUE1401M1,HUEYMATLA,GUERRERO,18.51043,-99.58075,Amarillo,0
DLGUE1415,PAPALUTLA,GUERRERO,18.02307,-98.90701,Amarillo,1
DLGUE6482,RIO ATOYAC-A,GUERRERO,17.22419,-100.43683,Amarillo,0
DLGUE6483,RIO ATOYAC-B,GUERRERO,17.1906,-100.44397,Amarillo,0
DLHID1416,"PLASTICOS PLYMOUTH DE MEXICO, S.A. DE C.V. (AGUAS ARRIBA)",HIDALGO,19.84925,-98.91425,Rojo,2
DLHID1417,"PLASTICOS PLYMOUTH DE MEXICO, S.A. DE C.V. (AGUAS ABAJO)",HIDALGO,19.8456,-98.91546,Rojo,2
DLHID1422,AHUACATITLAN,HIDALGO,20.31942,-98.75175,Amarillo,2
DLHID1425,CANAL PRINCIPAL EL TUMBA 3,HIDALGO,20.20305,-99.05058,Rojo,2
DLHID1426,CANAL PRINCIPAL ALTO REQUENA,HIDALGO,20.20879,-99.05669,Rojo,2
DLHID1428,CANAL PRINCIPAL EL TUMBA 2,HIDALGO,20.20945,-99.08676,Rojo,2
DLHID1429,CANAL PRINCIPAL EL TUMBA 1,HIDALGO,20.21629,-99.13118,Rojo,2
DLHID1431,OBRA DE TOMA CANAL PRINCIPAL EL TUMBA,HIDALGO,20.14758,-99.19325,Rojo,2
DLHID1435,PRESA DERIVADORA TLAMACO-JUANDHO (RS1),HIDALGO,20.0347,-99.22298,Rojo,2
DLHID1443,OBRA DE TOMA PRESA REQUENA (OTPR),HIDALGO,19.96261,-99.31116,Rojo,0
DLHID1447,"SALMITEX, S.A. DE C.V. (AGUAS ABAJO)",HIDALGO,19.97141,-99.3649,Rojo,0
DLHID1450,RIO TEPEJI,HIDALGO,19.89509,-99.34277,Rojo,2
DLHID1451,"PILGRIM´S PRIDE, S.A. DE C.V. AGUAS ARRIBA RIO TEPEJI",HIDALGO,19.88919,-99.34299,Verde,0
DLHID1452,"TEJIDOS FLANEL, S.A DE C.V. AGUAS ARRIBA RIO TEPEJI",HIDALGO,19.88671,-99.34304,Amarillo,2
DLHID1454,"MANUFACTURAS KALTEX, S.A. DE C.V. TLAUTLA AGUAS ARRIBA ARROYO LA COLMENA",HIDALGO,19.96577,-99.36947,Amarillo,0
DLHID1455,"MANUFACTURAS KALTEX, S.A. DE C.V. TLAUTLA AGUAS ARRIBA D 2 RIO JILOTEPEC",HIDALGO,19.95589,-99.37576,Amarillo,0
DLHID1457,"MANUFACTURAS KALTEX, S.A. DE C.V. TLAUTLA AGUAS ARRIBA D 3 RIO JILOTEPEC",HIDALGO,19.97276,-99.36358,Verde,0
DLHID1458,KM 0+00 CANAL ENDHO (SOT),HIDALGO,20.15875,-99.35682,Rojo,2
DLHID1462,PISCICOLA TEZONTEPEC DE ALDAMA (RT-2A),HIDALGO,20.1946,-99.28088,Amarillo,0
DLHID1469,TLACOTEPEC,HIDALGO,20.65081,-98.82925,Rojo,0
DLHID1470,RIO CHINAMECA,HIDALGO,20.75222,-98.64994,Rojo,0
DLHID1471,LAGUNA DE ZUPITLAN 1,HIDALGO,20.15273,-98.39645,Rojo,0
DLHID1472,LAGUNA DE ZUPITLAN 2,HIDALGO,20.14794,-98.39377,Rojo,0
DLHID1473,MANANTIAL DE LA LAGUNA DE HUEYAPAN,HIDALGO,20.02808,-98.28221,Verde,0
DLHID1474,RIO SAN LORENZO 3,HIDALGO,20.02255,-98.30894,Rojo,2
DLHID1479,PRESA OMILTEMETL 1,HIDALGO,20.15736,-98.1358,Amarillo,0
DLHID1480,LAGUNA DE TEJOCOTAL 1,HIDALGO,20.1352,-98.12936,Verde,0
DLHID1481,LAGUNA DE TEJOCOTAL 2,HIDALGO,20.12749,-98.14241,Verde,0
DLHID1482,PRESA OMILTEMETL 2,HIDALGO,20.17025,-98.1394,Verde,0
DLHID1483,LA ISLETA LAGUNA DE TECOCOMULCO,HIDALGO,19.86751,-98.36839,Rojo,0
DLHID1484,THALIMEDES LAGUNA TECOCOMULCO,HIDALGO,19.86899,-98.39119,Rojo,0
DLHID1485,TULTENGO LAGUNA DE TECOCOMULCO,HIDALGO,19.84471,-98.39931,Rojo,0
DLHID1487,RH17 AGUAS ARRIBA DE LA DESCARGA DEL GEISER,HIDALGO,20.57444,-99.69615,Rojo,0
DLHID1490,PRESA LA ESTANZUELA 1,HIDALGO,20.16492,-98.75667,Rojo,0
DLHID1491,RH26-3 PANUCO,HIDALGO,20.58118,-99.69259,Verde,2
DLHID1492,PRESA ZIMAPAN 3,HIDALGO,20.66189,-99.5012,Rojo,0
DLHID1493,PRESA ZIMAPAN 4,HIDALGO,20.63485,-99.47875,Rojo,0
DLHID1494,RH26-7 PANUCO,HIDALGO,20.58547,-99.368,Verde,2
DLHID1495,RIO TULA (PUENTE DE FIERRO),HIDALGO,20.5754,-99.34621,Rojo,2
DLHID1497,OBRA DE TOMA PRESA VICENTE AGUIRRE (PVA),HIDALGO,20.43658,-99.37778,Rojo,2
DLHID1500,OBRA DE TOMA PRESA ROJO GOMEZ (PRG),HIDALGO,20.3742,-99.32684,Rojo,2
DLHID1502,PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),HIDALGO,20.48079,-99.22118,Rojo,0
DLHID1513,LAS ADJUNTAS 1,HIDALGO,20.86451,-99.44553,Verde,0
DLHID1517M1,LAGO AZUL SAN MIGUEL REGLA,HIDALGO,20.22143,-98.55999,Rojo,0
DLHID1518,SAN SIMON,HIDALGO,21.01235,-98.80922,Amarillo,0
DLHID1519,TEHUETLAN,HIDALGO,21.05163,-98.52737,Amarillo,0
DLHID1520,ATLAPEXCO,HIDALGO,21.01557,-98.33913,Amarillo,0
DLHID6456,PRESA ENDHO 4,HIDALGO,20.07715,-99.34836,Rojo,0
DLHID6462,PRESA ENDHO 3,HIDALGO,20.12629,-99.35816,Amarillo,0
DLHID6464,PRESA ENDHO 2,HIDALGO,20.1451,-99.36493,Amarillo,0
DLHID6466,PRESA ENDHO 1,HIDALGO,20.15304,-99.3606,Amarillo,0
DLMIC1521,TERMOELECTRICA P. ELIAS CALLES  DESCARGA AL BALSAS,GUERRERO,17.96756,-102.13606,Verde,0
DLMIC1524,DESEMBOCADURA RIO BALSAS,MICHOACAN DE OCAMPO,17.92445,-102.1567,Verde,0
DLMIC1526W1,BOCANA,MICHOACAN DE OCAMPO,17.93068,-102.17419,Verde,0
DLMIC1527,RIO BALSAS 1,MICHOACAN DE OCAMPO,17.93168,-102.18146,Verde,0
DLMIC1528,"ARCELORMITTAL LAS TRUCHAS, S.A. DE C.V. ( (A) AGUAS ARRIBA)",MICHOACAN DE OCAMPO,17.95416,-102.18831,Verde,0
DLMIC1529,"ARCELORMITTAL LAS TRUCHAS, S.A. DE C.V. ((A) AGUAS ABAJO)",MICHOACAN DE OCAMPO,17.94963,-102.18921,Verde,0
DLMIC1530,RIO BALSAS PUENTE IGNACIO CHAVEZ,MICHOACAN DE OCAMPO,17.99201,-102.17565,Amarillo,1
DLMIC1531,"ARCELORMITTAL LAS TRUCHAS, S.A. DE C.V. ((B) AGUAS ABAJO)",MICHOACAN DE OCAMPO,17.91785,-102.19268,Verde,0
DLMIC1532,DESCARGA FERTINAL,MICHOACAN DE OCAMPO,17.92083,-102.16199,Verde,0
DLMIC1534,"ARCELORMITTAL LAZARO CARDENAS, S.A. DE C.V. II",MICHOACAN DE OCAMPO,17.94129,-102.18741,Verde,0
DLMIC1542W1,LAGUNA COSTERA EL CAIMAN 3,MICHOACAN DE OCAMPO,17.96622,-102.29307,Rojo,0
DLAGU11,PRESA JOCOQUI 100M AGUAS ARRIBA DE LA CORTINA,AGUASCALIENTES,22.12123,-102.35794,Verde,0
DLAGU12,PRESA EL JOCOQUI COLA,AGUASCALIENTES,22.1358,-102.37846,Amarillo,0
DLAGU13,PRESA PRESIDENTE CALLES 100M AGUAS ARRIBA DE LA CORTINA,AGUASCALIENTES,22.14165,-102.41856,Amarillo,0
DLAGU14,PRESA PRESIDENTE CALLES EMBARCADERO,AGUASCALIENTES,22.15254,-102.4263,Verde,0
DLAGU15,PRESA PRESIDENTE CALLES TECONGO,AGUASCALIENTES,22.13077,-102.44221,Amarillo,0
DLAGU16,PRESA PRESIDENTE CALLES RIO BLANCO,AGUASCALIENTES,22.14564,-102.44423,Amarillo,0
DLAGU17,PRESA PRESIDENTE CALLES PAREDES,AGUASCALIENTES,22.13645,-102.45887,Amarillo,0
DLAGU18,PRESA 50 ANIVERSARIO CORTINA,AGUASCALIENTES,22.18899,-102.4653,Amarillo,0
DLAGU20,DESARROLLOS INDUSTRIALES DE AGUASCALIENTES (AGUAS ABAJO),AGUASCALIENTES,21.98063,-102.29445,Rojo,2
DLAGU21,DESARROLLOS INDUSTRIALES DE AGUASCALIENTES (AGUAS ARRIBA),AGUASCALIENTES,21.98524,-102.28905,Rojo,2
DLAGU23,PRESA LOS GRINGOS,AGUASCALIENTES,21.90766,-102.26814,Rojo,0
DLAGU24,PRESA EL CEDAZO,AGUASCALIENTES,21.86921,-102.25658,Rojo,0
DLAGU27M1,RIO SAN PEDRO AGUAS ABAJO DE LA CIUDAD DE AGUASCALIENTES,AGUASCALIENTES,21.84536,-102.33361,Rojo,2
DLAGU31,PRESA EL NIAGARA CANAL DE RIEGO,AGUASCALIENTES,21.77918,-102.37381,Rojo,2
DLAGU32M1,HIDRANTE PARCELARII DISTRITO DE RIEGO 001 PABELLON,AGUASCALIENTES,22.14338,-102.34201,Amarillo,0
DLAGU33,RIO SAN PEDRO LAGUNA EL SABINAL,AGUASCALIENTES,21.75618,-102.37363,Rojo,1
DLAGU35,RIO SAN PEDRO PUENTE SAN PEDRO CIENEGUILLA,AGUASCALIENTES,21.71666,-102.40724,Rojo,0
DLAGU37M1,RIO SAN PEDRO SUR DEL PARQUE RECREATIVO EL SABINAL,AGUASCALIENTES,21.74109,-102.36757,Rojo,2
DLAGU38M1,RIO SAN PEDRO EXHACIENDA AGOSTADERITO,AGUASCALIENTES,21.76688,-102.36137,Rojo,1
DLAGU40,PRESA MEDIA LUNA 100M AGUAS ARRIBA DE LA CORTINA,AGUASCALIENTES,21.82335,-102.77811,Amarillo,0
DLAGU46,PRESA LA CODORNIZ 100M AGUAS ARRIBA DE LA CORTINA,AGUASCALIENTES,21.99809,-102.67545,Verde,0
DLAGU47,PRESA MALPASO 100 M AGUAS ARRIBA DE LA CORTINA,AGUASCALIENTES,21.85799,-102.65304,Rojo,0
DLAGU51M1,PRESA ABELARDO RODRIGUEZ 100M AGUAS ARRIBA DE LA CORTINA,AGUASCALIENTES,21.91633,-102.4286,Verde,0
DLMIC1543W1,LAGUNA COSTERA EL CAIMAN 4,MICHOACAN DE OCAMPO,17.9775,-102.32441,Rojo,0
DLMIC1544W1,LAGUNA COSTERA EL CAIMAN 5,MICHOACAN DE OCAMPO,17.98442,-102.3279,Amarillo,0
DLMIC1545,DESEMBOCADURA RIO CARRIZAL DE ARTEAGA 2,MICHOACAN DE OCAMPO,17.98857,-102.37526,Amarillo,0
DLMIC1546W1,DESEMBOCADURA RIO CARRIZAL DE ARTEAGA,MICHOACAN DE OCAMPO,17.98233,-102.37853,Verde,0
DLMIC1548,RIO BALSAS CORRIENTE IZQ PUENTE,MICHOACAN DE OCAMPO,17.97331,-102.19769,Amarillo,1
DLMIC1549,RIO BALSAS 5,MICHOACAN DE OCAMPO,18.00848,-102.20828,Amarillo,0
DLMIC1553,RIO BALSAS PUENTE VIEJO,MICHOACAN DE OCAMPO,18.02432,-102.19073,Amarillo,0
DLMIC1554,RIO BALSAS 8,MICHOACAN DE OCAMPO,18.02992,-102.18533,Amarillo,0
DLMIC1555,PRESA LA VILLITA 2,MICHOACAN DE OCAMPO,18.04874,-102.18127,Verde,0
DLMIC1556M1,PRESA LA VILLITA 6,MICHOACAN DE OCAMPO,18.05757,-102.19029,Verde,0
DLMIC1560M1,PRESA LA VILLITA CENTRO,MICHOACAN DE OCAMPO,18.0548,-102.18153,Amarillo,0
DLMIC1561,RIO BALSAS 11,GUERRERO,18.11738,-102.17762,Amarillo,0
DLMIC1562M1,RIO BALSAS 12 BIS,MICHOACAN DE OCAMPO,18.13686,-102.17062,Amarillo,1
DLMIC1563,RIO BALSAS 12,MICHOACAN DE OCAMPO,18.14748,-102.16287,Verde,1
DLMIC1564,RIO BALSAS 13,MICHOACAN DE OCAMPO,18.1672,-102.15872,Verde,1
DLMIC1566,RIO BALSAS 14,MICHOACAN DE OCAMPO,18.18982,-102.1316,Verde,1
DLMIC1567,RIO BALSAS 15,MICHOACAN DE OCAMPO,18.19431,-102.07014,Verde,1
DLMIC1568,RIO BALSAS 16,GUERRERO,18.20429,-102.0088,Amarillo,0
DLMIC1569,RIO BALSAS 17,GUERRERO,18.22991,-101.95994,Amarillo,0
DLMIC1570,RIO BALSAS 18,MICHOACAN DE OCAMPO,18.24628,-101.90675,Amarillo,2
DLMIC1571,RIO BALSAS 19,MICHOACAN DE OCAMPO,18.26283,-101.90667,Amarillo,0
DLMIC1573,RIO BALSAS 21,MICHOACAN DE OCAMPO,18.2692,-101.90208,Amarillo,0
DLMIC1574,RIO BALSAS 22,MICHOACAN DE OCAMPO,18.27455,-101.89916,Amarillo,0
DLMIC1575,PRESA INFIERNILLO 3,GUERRERO,18.26888,-101.89285,Verde,0
DLMIC1577,PRESA INFIERNILLO 7,GUERRERO,18.25658,-101.85149,Amarillo,0
DLMIC1580,PRESA INFIERNILLO 1,MICHOACAN DE OCAMPO,18.41975,-101.8911,Verde,0
DLMIC1581,PRESA INFIERNILLO 4,MICHOACAN DE OCAMPO,18.43372,-101.91103,Verde,0
DLMIC1582,RIO BALSAS 6,GUERRERO,18.00375,-102.18008,Verde,0
DLMIC1583,RIO BALSAS 4,GUERRERO,17.98179,-102.15885,Verde,0
DLMIC1584,RIO BALSAS 2,MICHOACAN DE OCAMPO,17.9495,-102.16969,Rojo,0
DLMIC1585,RIO BALSAS CORRIENTE IZQUIERDA - ALBATROS,MICHOACAN DE OCAMPO,17.93875,-102.18521,Verde,0
DLMIC1586M1,LOS PINZANES,MICHOACAN DE OCAMPO,18.52238,-101.11099,Rojo,1
DLMIC1588,RIO LERMA 42,MICHOACAN DE OCAMPO,20.23139,-102.62581,Amarillo,0
DLMIC1589,RIO DUERO 1,MICHOACAN DE OCAMPO,20.23314,-102.62428,Rojo,0
DLMIC1590,RIO LERMA 18,MICHOACAN DE OCAMPO,20.23788,-102.61965,Rojo,0
DLMIC1591,RIO DUERO 3,MICHOACAN DE OCAMPO,20.25746,-102.56771,Amarillo,0
DLMIC1594,RIO LERMA 50,MICHOACAN DE OCAMPO,20.32851,-102.45735,Amarillo,0
DLMIC1595,RIO LERMA 56,MICHOACAN DE OCAMPO,20.33493,-102.34962,Rojo,0
DLMIC1596,RIO LERMA 57,MICHOACAN DE OCAMPO,20.335,-102.34568,Rojo,0
DLMIC1597,RIO LERMA 25,MICHOACAN DE OCAMPO,20.35313,-102.29311,Rojo,0
DLMIC1598,YURECUARO,JALISCO,20.34488,-102.28093,Rojo,0
DLMIC1600,RIO DUERO PUENTE ARIO DE RAYON,MICHOACAN DE OCAMPO,20.02542,-102.34377,Amarillo,0
DLMIC1601,LA ESTANZUELA,MICHOACAN DE OCAMPO,20.11953,-102.37227,Amarillo,1
DLMIC1606,RIO LERMA 40,MICHOACAN DE OCAMPO,20.21702,-101.92993,Rojo,1
DLMIC1607,RIO LERMA 58,GUANAJUATO,20.35836,-101.96678,Rojo,0
DLMIC1608,RIO LERMA 59,MICHOACAN DE OCAMPO,20.35996,-101.96893,Rojo,1
DLMIC1609,AGUA ARRIBA DE LA PIEDAD,MICHOACAN DE OCAMPO,20.35879,-101.98269,Rojo,1
DLMIC1610,RIO LERMA 23,MICHOACAN DE OCAMPO,20.32779,-102.01376,Rojo,0
DLMIC1614,AGUA ABAJO DE LA PIEDAD (CASETA DE COBRO),MICHOACAN DE OCAMPO,20.35283,-102.02359,Rojo,2
DLMIC1615,AGUAS ABAJO DE LA PIEDAD,MICHOACAN DE OCAMPO,20.3807,-102.0247,Rojo,0
DLMIC1616,RIO LERMA 63,MICHOACAN DE OCAMPO,20.3836,-102.09171,Amarillo,1
DLMIC1617,RIO LERMA 62,MICHOACAN DE OCAMPO,20.38389,-102.09684,Rojo,1
DLMIC1618,RIO LERMA 61,MICHOACAN DE OCAMPO,20.36846,-102.17366,Rojo,1
DLMIC1619,RIO LERMA 60,MICHOACAN DE OCAMPO,20.36581,-102.17757,Rojo,0
DLMIC1620,RIO COAHUAYANA SAN VICENTE,MICHOACAN DE OCAMPO,18.74231,-103.70248,Amarillo,1
DLMIC1621,RIO COAHUAYANA 3,COLIMA,18.72404,-103.71364,Amarillo,1
DLMIC1622,PUENTE COHUAYANA,MICHOACAN DE OCAMPO,18.71725,-103.71597,Amarillo,1
DLMIC1623,RIO COAHUAYANA 1,COLIMA,18.69446,-103.73837,Amarillo,0
DLMIC1624,DESEMBOCADURA  RIO COAHUAYANA 2,COLIMA,18.6852,-103.7386,Amarillo,1
DLMIC1625,"PLAYA BOCA DE APIZA SEG 39, 1 ISA10B",MICHOACAN DE OCAMPO,18.6836,-103.73548,Verde,0
DLMIC1626,"PLAYA BOCA DE APIZA  SEG 39, 2 ISA10B",MICHOACAN DE OCAMPO,18.68236,-103.73241,Verde,0
DLMIC1627W1,ESTERO MEZCALA 2,MICHOACAN DE OCAMPO,18.65992,-103.7019,Amarillo,0
DLMIC1628W1,ESTERO MEZCALA 1,MICHOACAN DE OCAMPO,18.65839,-103.702,Amarillo,0
DLMIC1629W1,ESTERO MEZCALA 3,MICHOACAN DE OCAMPO,18.65686,-103.70335,Amarillo,0
DLMIC1630W1,ESTERO MEZCALA,MICHOACAN DE OCAMPO,18.65393,-103.70012,Amarillo,0
DLMIC1637,HIDROMETRICA CUPATITZIO (C.F.E.) LA PINERA,MICHOACAN DE OCAMPO,19.3402,-102.0824,Amarillo,0
DLMIC1639,HIDROMETRICA C.F.E.,MICHOACAN DE OCAMPO,19.36078,-102.06979,Amarillo,1
DLMIC1641,"INDUSTRIAL PAPELERA MEXICANA, S.A. DE C.V. (AGUAS ARRIBA)",MICHOACAN DE OCAMPO,19.42327,-102.02637,Rojo,2
DLMIC1642,"INDUSTRIAL PAPELERA MEXICANA, S.A. DE C.V. (AGUAS ABAJO)",MICHOACAN DE OCAMPO,19.41893,-102.02288,Rojo,2
DLMIC1649,LA PASTORIA (CUPATITZIO),MICHOACAN DE OCAMPO,18.93365,-102.0591,Amarillo,1
DLMIC1651,PUENTE CAPIRIO,MICHOACAN DE OCAMPO,18.84971,-102.13444,Amarillo,1
DLMIC1652,DESEMBOCADURA RIO NEXPA,MICHOACAN DE OCAMPO,18.08452,-102.78732,Rojo,0
DLMIC1654,PLAYON MEXIQUILLO 1,MICHOACAN DE OCAMPO,18.09528,-102.81401,Rojo,0
DLMIC1655,PLAYON MEXIQUILLO 2,MICHOACAN DE OCAMPO,18.13406,-102.90333,Rojo,0
DLMIC1656,PLAYA MARUATA 1,MICHOACAN DE OCAMPO,18.26772,-103.34867,Verde,0
DLMIC1657,PLAYA MARUATA 3,MICHOACAN DE OCAMPO,18.26871,-103.34825,Rojo,0
DLMIC1658W1,PLAYA MARUATA 2,MICHOACAN DE OCAMPO,18.26794,-103.34965,Rojo,0
DLMIC1659,PLAYA DE COLOLA 1,MICHOACAN DE OCAMPO,18.30145,-103.42129,Rojo,0
DLMIC1660,PLAYA DE COLOLA 2,MICHOACAN DE OCAMPO,18.30652,-103.43541,Rojo,0
DLMIC1661,PLAYA DE COLOLA 3,MICHOACAN DE OCAMPO,18.31176,-103.44821,Verde,0
DLMIC1662M1,PLAYA LA TICLA,MICHOACAN DE OCAMPO,18.45383,-103.55882,Rojo,0
DLMIC1663,DESEMBOCADURA RIO OSTULA,MICHOACAN DE OCAMPO,18.4566,-103.55493,Amarillo,1
DLMIC1664,RIO LERMA 49,MICHOACAN DE OCAMPO,20.32511,-101.46092,Rojo,2
DLMIC1669,RIO LERMA 22,MICHOACAN DE OCAMPO,20.30713,-101.62704,Rojo,0
DLMIC1670,RIO LERMA 46,MICHOACAN DE OCAMPO,20.30303,-101.62761,Rojo,2
DLMIC1671,RIO LERMA 38,MICHOACAN DE OCAMPO,20.19095,-101.69516,Rojo,2
DLMIC1672,RIO ANGULO,MICHOACAN DE OCAMPO,20.1851,-101.69766,Amarillo,0
DLMIC1673,PRESA MELCHOR OCAMPO 2,MICHOACAN DE OCAMPO,20.09815,-101.73778,Rojo,0
DLMIC1674M1,PRESA MELCHOR OCAMPO 1,MICHOACAN DE OCAMPO,20.12715,-101.7256,Rojo,0
DLMIC1675,CORRALES LSP,MICHOACAN DE OCAMPO,20.20332,-101.81221,Rojo,2
DLMIC1682,LAGUNA DE ZACAPU 2,MICHOACAN DE OCAMPO,19.82565,-101.77807,Verde,0
DLMIC1683,LAGUNA DE ZACAPU 1,MICHOACAN DE OCAMPO,19.82353,-101.78477,Rojo,0
DLMIC1684,LAGUNA DE ZACAPU 3,MICHOACAN DE OCAMPO,19.82631,-101.7894,Rojo,0
DLMIC1685,LA ALBERCA DE LOS ESPINOS 1,MICHOACAN DE OCAMPO,19.90702,-101.76656,Rojo,0
DLMIC1686,LA ALBERCA DE LOS ESPINOS 2,MICHOACAN DE OCAMPO,19.90735,-101.76713,Rojo,0
DLMIC1687M1,VILLA JIMENEZ,MICHOACAN DE OCAMPO,19.93211,-101.75155,Amarillo,2
DLMIC1688,LAGO DE PATZCUARO 9,MICHOACAN DE OCAMPO,19.67497,-101.61774,Rojo,0
DLMIC1689,LAGO DE PATZCUARO 10,MICHOACAN DE OCAMPO,19.68046,-101.60502,Rojo,0
DLMIC1690,PATZCUARO CUELLO DEL LAGO,MICHOACAN DE OCAMPO,19.63981,-101.60831,Rojo,0
DLMIC1691,LAGO DE PATZCUARO 5,MICHOACAN DE OCAMPO,19.6383,-101.58716,Rojo,0
DLMIC1692,PATZCUARO SENO QUIROGA,MICHOACAN DE OCAMPO,19.64727,-101.57868,Rojo,0
DLMIC1693,LAGO DE PATZCUARO 6,MICHOACAN DE OCAMPO,19.6512,-101.55167,Rojo,0
DLMIC1694,LAGO DE PATZCUARO 8,MICHOACAN DE OCAMPO,19.66582,-101.58576,Rojo,0
