CLAVE,SITIO,ESTADO,LATITUD,LONGITUD,SEMAFORO,CLUSTER
DLAGU8,PRESA EL SAUCILLO 100M AGUAS ARRIBA DE LA CORTINA,AGUASCALIENTES,22.2473,-102.33911,Rojo,0
DLBAJ100,"LOS CABOS SEG 22, 2 ISA10B",BAJA CALIFORNIA SUR,22.90473,-109.8429,Verde,0
DLBAJ101,"LOS CABOS SEG 22, 1 ISA10B",BAJA CALIFORNIA SUR,22.8988,-109.86442,Verde,0
DLBAJ102,LOS CABOS 3,BAJA CALIFORNIA SUR,22.89609,-109.88604,Verde,0
DLBAJ103,LOS CABOS 1,BAJA CALIFORNIA SUR,22.87694,-109.89657,Verde,0
DLBAJ104,BAHIA CABO SAN LUCAS,BAJA CALIFORNIA SUR,22.88,-109.9025,Verde,0
DLBAJ105,LOS CABOS 2,BAJA CALIFORNIA SUR,22.8831,-109.9054,Verde,0
DLBAJ106W2,LAGUNA TODOS SANTOS - CENTRO DE LA LAGUNA,BAJA CALIFORNIA SUR,23.4393,-110.23902,Rojo,0
DLBAJ109,MANANTIAL SAN REGIS,BAJA CALIFORNIA SUR,23.45805,-110.22379,Amarillo,0
DLBAJ112,AGUA CALIENTE II,BAJA CALIFORNIA SUR,23.43995,-109.80786,Amarillo,1
DLBAJ120M1,BOCA DE LA SIERRA,BAJA CALIFORNIA SUR,23.39128,-109.8261,Amarillo,1
DLBAJ121,HUMEDAL OASIS DE LA SIERRA EL PILAR 1,BAJA CALIFORNIA SUR,24.50289,-110.95153,Amarillo,2
DLBAJ123,OASIS DE LA SIERRA EL PILAR 2,BAJA CALIFORNIA SUR,24.46953,-111.00268,Verde,1
DLBAJ124,MANANTIAL CADUAÑO,BAJA CALIFORNIA SUR,23.337,-109.77912,Amarillo,0
DLBAJ126,MANANTIAL SAN BARTOLO,BAJA CALIFORNIA SUR,23.73546,-109.84545,Verde,1
DLBAJ132,HUMEDAL LOS COMONDU 1,BAJA CALIFORNIA SUR,26.06218,-111.80531,Verde,1
DLBAJ133,ESTERO EL COYOTE,BAJA CALIFORNIA SUR,26.80955,-113.46249,Verde,0
DLBAJ134,ESTERO SAN JORGE LA POZA GRANDE,BAJA CALIFORNIA SUR,25.69695,-112.09347,Verde,0
DLBAJ135,HUMEDAL LOS COMONDU 2,BAJA CALIFORNIA SUR,26.03686,-111.8325,Amarillo,1
DLBAJ138,PARQUE NACIONAL BAHIA DE LORETO 1,BAJA CALIFORNIA SUR,25.7233,-111.23517,Verde,0
DLBAJ139,BAHIA DE LORETO 4,BAJA CALIFORNIA SUR,25.74527,-111.2583,Verde,0
DLBAJ140,"PLAYA JUNTO A PUERTO ESCONDIDO BCS SEG 24, 1 ISA8A",BAJA CALIFORNIA SUR,25.80818,-111.30427,Verde,0
DLBAJ141,PARQUE NACIONAL BAHIA DE LORETO 2,BAJA CALIFORNIA SUR,25.8758,-111.33986,Verde,0
DLBAJ143,BAHIA DE LORETO,BAJA CALIFORNIA SUR,25.8363,-111.33105,Verde,0
DLBAJ144,BAHIA LORETO 2,BAJA CALIFORNIA SUR,26.00486,-111.33488,Verde,0
DLBAJ145,BAHIA LORETO 1,BAJA CALIFORNIA SUR,26.02468,-111.34405,Verde,0
DLBAJ146,PARQUE NACIONAL BAHIA DE LORETO 3,BAJA CALIFORNIA SUR,26.061,-111.326,Verde,0
DLBAJ147,BAHIA CONCEPCION 5,BAJA CALIFORNIA SUR,26.56365,-111.77255,Verde,0
DLBAJ151,BAHIA CONCEPCION 3,BAJA CALIFORNIA SUR,26.62937,-111.8147,Verde,0
DLBAJ152,BAHIA CONCEPCION 1,BAJA CALIFORNIA SUR,26.70713,-111.88428,Verde,0
DLBAJ153,BAHIA CONCEPCION 2,BAJA CALIFORNIA SUR,26.88707,-111.93964,Verde,0
DLBAJ154,RIO MULEGE (DESEMBOCADURA),BAJA CALIFORNIA SUR,26.9002,-111.9534,Verde,0
DLBAJ155,RIO MULEGE 2,BAJA CALIFORNIA SUR,26.88692,-111.98679,Amarillo,1
DLBAJ156,RIO MULEGE 1,BAJA CALIFORNIA SUR,26.88867,-111.98267,Amarillo,1
DLBAJ159,"PLAYA SANTA ROSALIA SEG23, 2 ISA8A",BAJA CALIFORNIA SUR,27.33785,-112.26147,Verde,0
DLBAJ160,"PLAYA SANTA ROSALIA SEG23, 1 ISA8A",BAJA CALIFORNIA SUR,27.35023,-112.26933,Rojo,0
DLBAJ164,LAGUNA SAN IGNACIO 5,BAJA CALIFORNIA SUR,26.96917,-113.17406,Verde,0
DLBAJ165,LAGUNA SAN IGNACIO 3,BAJA CALIFORNIA SUR,26.94383,-113.14605,Verde,0
DLBAJ166,LAGUNA SAN IGNACIO 1,BAJA CALIFORNIA SUR,26.9028,-113.14135,Verde,0
DLBAJ167,LAGUNA SAN IGNACIO 8,BAJA CALIFORNIA SUR,26.87106,-113.17136,Verde,0
DLBAJ168,LAGUNA SAN IGNACIO 7,BAJA CALIFORNIA SUR,26.786,-113.15,Verde,0
DLBAJ169,"PLAYA SANTA ROSALIA, EL BOLEO",BAJA CALIFORNIA SUR,27.37706,-112.2933,Verde,0
DLBAJ170,LAGUNA SAN IGNACIO,BAJA CALIFORNIA SUR,26.7362,-113.2707,Verde,0
DLBAJ171,LAGUNA SAN IGNACIO 2,BAJA CALIFORNIA SUR,26.81313,-113.26459,Verde,0
DLBAJ172,"LA BOCANA SEG18, 2 ISA10B",BAJA CALIFORNIA SUR,26.7894,-113.70728,Verde,0
DLBAJ173,"LA BOCANA SEG18, 1 ISA10B",BAJA CALIFORNIA SUR,26.76086,-113.65367,Verde,0
DLBAJ174,SAN JUANICO,BAJA CALIFORNIA SUR,26.25615,-112.47136,Verde,0
DLBAJ175,LAGUNA OJO DE LIEBRE 1,BAJA CALIFORNIA SUR,27.75162,-114.19292,Verde,0
DLBAJ176,LAGUNA OJO DE LIEBRE 5,BAJA CALIFORNIA SUR,27.76011,-114.283,Verde,0
DLBAJ177,LAGUNA OJO DE LIEBRE 3,BAJA CALIFORNIA SUR,27.6475,-114.10713,Verde,0
DLBAJ178,LAGUNA OJO DE LIEBRE 6,BAJA CALIFORNIA SUR,27.68167,-114.14141,Verde,0
DLBAJ179,LAGUNA OJO DE LIEBRE 7,BAJA CALIFORNIA SUR,27.8463,-114.2036,Verde,0
DLBAJ180,LAGUNA OJO DE LIEBRE 2 SEG16 ISA10B (DESEMBOCADURA),BAJA CALIFORNIA SUR,27.86918,-114.27864,Verde,0
DLBAJ181,LAGUNA OJO DE LIEBRE 4,BAJA CALIFORNIA SUR,27.74018,-113.97281,Verde,0
DLBAJ190,HUMEDAL LA SIERRA DE GUADALUPE (VERTIENTE OCCIDENTAL) 1,BAJA CALIFORNIA SUR,26.38214,-112.50886,Amarillo,1
DLBAJ191M1,DESEMBOCADURA ARROYO LAS CUEVAS,BAJA CALIFORNIA SUR,23.61961,-109.60857,Amarillo,1
DLBAJ192,RIO SAN IGNACIO - REPRESO,BAJA CALIFORNIA SUR,27.29764,-112.89735,Amarillo,1
DLBAJ193,RIO LA PURISIMA 1,BAJA CALIFORNIA SUR,26.2298,-112.00876,Amarillo,1
DLBAJ194,RIO LA PURISIMA 2,BAJA CALIFORNIA SUR,26.15856,-112.12748,Rojo,0
DLBAJ195,BAHIA MAGDALENA (PUERTO ADOLFO LOPEZ MATEOS),BAJA CALIFORNIA SUR,25.1991,-112.12343,Rojo,0
DLBAJ196,BAHIA MAGDALENA (PUERTO SAN CARLOS),BAJA CALIFORNIA SUR,24.78773,-112.12122,Rojo,0
DLBAJ197,BAHIA MAGDALENA 1,BAJA CALIFORNIA SUR,24.6799,-112.0109,Amarillo,0
DLBAJ198,ISLA MARGARITA,BAJA CALIFORNIA SUR,24.4793,-111.8176,Verde,0
DLBAJ199,PUERTO MAGDALENA,BAJA CALIFORNIA SUR,24.63284,-112.13747,Verde,0
DLBAJ200,"PUERTO CANCUN BCS SEG20, 1 ISA10B",BAJA CALIFORNIA SUR,24.54675,-111.74285,Verde,0
DLBAJ201,FINAL DE ESTERO LA BOCANA,BAJA CALIFORNIA SUR,26.73946,-113.63021,Verde,0
DLBAJ203,"PUERTO CHALE SEG 20, 3 ISA10B",BAJA CALIFORNIA SUR,24.40499,-111.55928,Verde,0
DLBAJ204,MANANTIAL SAN PEDRITO,BAJA CALIFORNIA SUR,23.39026,-110.21183,Amarillo,2
DLBAJ205,BOCANA LOPEZ MATEOS,BAJA CALIFORNIA SUR,25.26685,-112.11671,Verde,0
DLBAJ55,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 2,BAJA CALIFORNIA SUR,24.16496,-110.31682,Rojo,0
DLBAJ56,"BAHIA DE LA PAZ SEG 26, 1 ISA10B",BAJA CALIFORNIA SUR,24.17006,-110.32484,Verde,0
DLBAJ57,BAHIA DE LA PAZ PUERTO PILCHILINGUE,BAJA CALIFORNIA SUR,24.27517,-110.32851,Verde,0
DLBAJ58,BAHIA DE LA PAZ,BAJA CALIFORNIA SUR,24.21409,-110.30345,Verde,0
DLBAJ59,MAR - PEMEX LA PAZ,BAJA CALIFORNIA SUR,24.21853,-110.31084,Rojo,0
DLBAJ60,MAR - PEMEX Y CFE LA PAZ,BAJA CALIFORNIA SUR,24.2243,-110.3137,Verde,0
DLBAJ61,BAHIA LA PAZ SEG 27 ISA8,BAJA CALIFORNIA SUR,24.24291,-110.31742,Verde,0
DLBAJ62,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 3,BAJA CALIFORNIA SUR,24.2582,-110.3164,Verde,0
DLBAJ63,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 4,BAJA CALIFORNIA SUR,24.26563,-110.32374,Verde,0
DLBAJ64,"BAHIA DE LA PAZ SEG 25, 3 ISA9",BAJA CALIFORNIA SUR,24.15676,-110.42535,Verde,0
DLBAJ65,"BAHIA DE LA PAZ SEG 25, 2 ISA9",BAJA CALIFORNIA SUR,24.13794,-110.42442,Verde,0
DLBAJ66,"BAHIA DE LA PAZ SEG 25, 1 ISA9",BAJA CALIFORNIA SUR,24.11737,-110.42209,Verde,0
DLBAJ67,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 1,BAJA CALIFORNIA SUR,24.11762,-110.35493,Verde,0
DLBAJ78,EL SARGENTO Y LA VENTANA,BAJA CALIFORNIA SUR,24.07696,-109.99047,Verde,0
DLBAJ84,ENSENADA LOS MUERTOS,BAJA CALIFORNIA SUR,23.98474,-109.83324,Verde,0
DLBAJ85,MANANTIAL SAN JOSE DEL CABO,BAJA CALIFORNIA SUR,23.09,-109.70028,Amarillo,0
DLBAJ86,LOS BARRILES,BAJA CALIFORNIA SUR,23.69201,-109.69258,Verde,0
DLBAJ87,BUENAVISTA,BAJA CALIFORNIA SUR,23.67178,-109.69636,Verde,0
DLBAJ88,LA RIBERA,BAJA CALIFORNIA SUR,23.62191,-109.6072,Verde,0
DLBAJ89,CABO PULMO 2,BAJA CALIFORNIA SUR,23.43498,-109.42626,Verde,0
DLBAJ90,CABO PULMO 1,BAJA CALIFORNIA SUR,23.40421,-109.42467,Verde,0
DLBAJ94,SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 3,BAJA CALIFORNIA SUR,23.05754,-109.69102,Amarillo,0
DLBAJ95,SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 2,BAJA CALIFORNIA SUR,23.05032,-109.68738,Amarillo,1
DLBAJ96,BAHIA SAN JOSE DEL CABO,BAJA CALIFORNIA SUR,23.04306,-109.68889,Verde,0
DLBAJ97,SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 1,BAJA CALIFORNIA SUR,23.04946,-109.68059,Amarillo,2
DLBAJ98,BAHIA SAN JOSE DEL CABO 2,BAJA CALIFORNIA SUR,23.06673,-109.64452,Verde,0
DLBAJ99,BAHIA SAN JOSE DEL CABO1,BAJA CALIFORNIA SUR,23.01398,-109.71361,Verde,0
DLCAM206,ISLA ARENA,CAMPECHE,20.69907,-90.45546,Verde,0
DLCAM207,RESERVA DE LA BIOSFERA LOS PETENES 3,CAMPECHE,20.44502,-90.50431,Verde,0
DLCAM208,RESERVA DE LA BIOSFERA LOS PETENES 5,CAMPECHE,20.33071,-90.49591,Verde,0
DLCAM209,RESERVA DE LA BIOSFERA LOS PETENES 4,CAMPECHE,20.25984,-90.49703,Verde,0
DLCAM210,RESERVA DE LA BIOSFERA LOS PETENES 2,CAMPECHE,20.0496,-90.4997,Verde,0
DLCAM211,RESERVA DE LA BIOSFERA LOS PETENES 1,CAMPECHE,19.87422,-90.51683,Verde,0
DLCAM222,MAR CAMPECHE 2,CAMPECHE,19.81477,-90.59334,Verde,0
DLCAM223,PLAYA BONITA,CAMPECHE,19.79481,-90.62183,Verde,0
DLCAM224,MAR CAMPECHE 5,CAMPECHE,19.79623,-90.61815,Verde,0
DLCAM229,PAYUCAN,CAMPECHE,19.6606,-90.70394,Verde,0
DLCAM231,DESEMBOCADURA RIO ICAJAO,CAMPECHE,19.46154,-90.70601,Verde,0
DLCAM232,DESEMBOCADURA RIO CHAMPOTON 2,CAMPECHE,19.35815,-90.72509,Amarillo,0
DLCAM234,PUENTE EL ZAPOTE,CAMPECHE,19.28103,-90.61368,Rojo,0
DLCAM235,CANASAYAB,CAMPECHE,19.29644,-90.57425,Rojo,0
DLCAM236,SAN JUAN CARPIZO,CAMPECHE,19.30365,-90.46921,Rojo,2
DLCAM237,PLAYA TORTUGUERA CHENKAN,CAMPECHE,19.10951,-91.01078,Verde,0
DLCAM238,PUNTA XEN,CAMPECHE,19.21135,-90.86936,Verde,0
DLCAM239,LAGUNA AQUILES SERDAN,CAMPECHE,18.96285,-90.71163,Verde,0
DLCAM240,EJIDO LOPEZ MATEOS,CAMPECHE,18.64079,-90.29456,Rojo,0
DLCAM241,LAGUNA CENTENARIO KM. 50,CAMPECHE,18.64156,-90.27489,Rojo,0
DLCAM242,LAGUNA LAS MARAVILLAS,CAMPECHE,18.49958,-90.27154,Rojo,0
DLCAM243,LAGUNA CHAMA-HA,CAMPECHE,18.47998,-90.21145,Rojo,0
DLCAM254,EMILIANO ZAPATA II,CAMPECHE,18.6726,-92.3104,Amarillo,0
DLCAM255,RIO PALIZADA AGUAS ABAJO DEL POBLADO,CAMPECHE,18.25307,-92.09435,Amarillo,2
DLCAM257,PUENTE SAN FRANCISCO,CAMPECHE,18.12662,-92.10888,Amarillo,0
DLCAM258,MANANTIAL AGUAS VERDES,CAMPECHE,17.89107,-90.84356,Verde,0
DLCAM259,BAHIA DE CAMPECHE 2,CAMPECHE,19.85149,-90.53662,Verde,0
DLCAM260,PUENTE NUEVO COAHUILA,CAMPECHE,17.89364,-90.79433,Verde,0
DLCAM261,BAHIA DE CAMPECHE 1,CAMPECHE,19.85821,-90.52646,Verde,0
DLCAM263,EL PEDREGAL,CAMPECHE,18.17039,-90.73634,Verde,0
DLCAM264,CENOTE MIGUEL COLORADO,CAMPECHE,18.81138,-90.64638,Rojo,0
DLCAM265,PUENTE PABLO TORRES BURGOS,CAMPECHE,18.29958,-90.70095,Rojo,0
DLCAM268,RIO MAMANTEL PUENTE,CAMPECHE,18.543,-91.09881,Rojo,0
DLCAM269,FINCA-PITAL AGUAS ABAJO RIO MAMANTEL,CAMPECHE,18.54964,-91.12435,Rojo,0
DLCAM270W1,LAGUNA DE TERMINOS 3,CAMPECHE,18.6236,-91.29465,Verde,0
DLCAM271W1,LAGUNA DE TERMINOS 4,CAMPECHE,18.74618,-91.24166,Verde,0
DLCAM272,LAGUNA DE TERMINOS 5,CAMPECHE,18.9408,-91.25088,Verde,0
DLCAM273W1,SABANCUY,CAMPECHE,18.99385,-91.18438,Verde,0
DLCAM274,ISLA AGUADA,CAMPECHE,18.7777,-91.5304,Verde,0
DLCAM275,LAGUNA DE TERMINOS 9,CAMPECHE,18.61958,-91.52096,Verde,0
DLCAM276W1,LAGUNA DE TERMINOS 2,CAMPECHE,18.52607,-91.41981,Verde,0
DLCAM277W1,LAGUNA DE TERMINOS 1,CAMPECHE,18.45576,-91.52379,Verde,0
DLCAM278,SANTA RITA CAMPECHE,CAMPECHE,18.32112,-91.54404,Rojo,0
DLCAM279,PUENTE CARRETERA CAM-VILLAHERMOSA,CAMPECHE,18.21123,-91.5135,Rojo,0
DLCAM280,CANDELARIA,CAMPECHE,18.26325,-91.30214,Rojo,0
DLCAM281,IGNACIO ZARAGOZA,CAMPECHE,18.38922,-91.30887,Rojo,0
DLCAM282,BAHIA DE CAMPECHE 3,CAMPECHE,19.83253,-90.55929,Verde,0
DLCAM283,CANDELARIA PUENTE AGUAS ABAJO DEL POBLADO,CAMPECHE,18.1873,-91.04966,Verde,0
DLCAM284,VENUSTIANO CARRANZA,CAMPECHE,18.1481,-91.0242,Rojo,0
DLCAM285W1,LAGUNA DE TERMINOS 6,CAMPECHE,18.5538,-91.88743,Verde,0
DLCAM286W1,LAGUNA DE TERMINO 8,CAMPECHE,18.50796,-91.84436,Verde,0
DLCAM287W1,LAGUNA DE TERMINO 7,CAMPECHE,18.49624,-91.78525,Verde,0
DLCAM288,ZACATAL,CAMPECHE,18.61465,-91.85875,Verde,0
DLCHI294,PLANTA NORTE,CHIHUAHUA,31.70936,-106.3704,Verde,1
DLCHI295,PLANTA SUR,CHIHUAHUA,31.64078,-106.3323,Rojo,0
DLCHI298,LOMA BLANCA,CHIHUAHUA,31.57044,-106.2915,Rojo,2
DLCHI299,GUADALUPE,CHIHUAHUA,31.39817,-106.11747,Rojo,2
DLCHI308,RIO PARRAL,CHIHUAHUA,26.95994,-105.63465,Rojo,2
DLCHI310,RIO CASAS GRANDES 6,CHIHUAHUA,30.24881,-107.9738,Verde,1
DLCHI335,PAPIGOCHI,CHIHUAHUA,28.38869,-107.43668,Verde,1
DLCHI350,PRESA LUIS L. LEON 7,CHIHUAHUA,28.93573,-105.31327,Verde,0
DLCHI351,PRESA LUIS L. LEON 8,CHIHUAHUA,28.92951,-105.31778,Verde,0
DLCHI352,RIO CHUVISCAR 4,CHIHUAHUA,28.65974,-106.0635,Rojo,0
DLCHI353,"PAPELERA DE CHIHUAHUA, S.A. DE C.V. (AGUAS ARRIBA)",CHIHUAHUA,28.66067,-106.06481,Rojo,2
DLCHI354,"PAPELERA DE CHIHUAHUA, S.A. DE C.V. (AGUAS ABAJO)",CHIHUAHUA,28.6603,-106.06249,Rojo,0
DLCHI356,PRESA LUIS L. LEON 9,CHIHUAHUA,28.96984,-105.29129,Verde,0
DLCHI357,PRESA LUIS L. LEON 10,CHIHUAHUA,28.97921,-105.27562,Verde,0
DLCHI360,RIO CHUVISCAR 5,CHIHUAHUA,28.71177,-105.98519,Rojo,0
DLCHI371,PRESA LUIS L. LEON 3,CHIHUAHUA,28.87382,-105.30391,Verde,0
DLCHI372,PRESA LUIS L. LEON 2,CHIHUAHUA,28.91117,-105.30691,Verde,0
DLCHI373,PRESA LUIS L. LEON 1,CHIHUAHUA,28.92445,-105.30842,Verde,0
DLCHI374,PRESA LUIS L. LEON 4,CHIHUAHUA,28.96204,-105.30365,Verde,0
DLCHI375,PRESA LUIS L. LEON 5,CHIHUAHUA,28.9668,-105.3012,Verde,0
DLCHI376,PRESA LUIS L. LEON 6,CHIHUAHUA,28.98241,-105.27812,Verde,0
DLCHI377,CONCHOS-PRESA EL GRANERO O PRESA LUIS L. LEON,CHIHUAHUA,28.9877,-105.28213,Verde,1
DLCHI381,RH24-8 BRAVO CONCHOS,CHIHUAHUA,29.55439,-104.86591,Amarillo,1
DLCHI382M1,PUENTE OJINAGA,CHIHUAHUA,29.54503,-104.47619,Amarillo,1
DLCHI384,PUENTE PRESIDIO-OJINAGA,CHIHUAHUA,29.55618,-104.39498,Amarillo,1
DLCHI385,RIO BRAVO 18,CHIHUAHUA,29.54219,-104.37767,Amarillo,1
DLCHI391,OJO VARELEÑO,CHIHUAHUA,30.40249,-107.97746,Amarillo,1
DLCHI396,OJO DE DOLORES,CHIHUAHUA,27.03243,-104.95257,Amarillo,1
DLCHI411,PUENTE CD. CAMARGO,CHIHUAHUA,27.7057,-105.1714,Rojo,1
DLCHI425,CANAL PRINCIPAL 32+221 DESCARGA AGUAS RESIDUALES,CHIHUAHUA,28.165,-105.62596,Verde,1
DLCHI427,RIO SAN PEDRO-PUENTE MEOQUI,CHIHUAHUA,28.26253,-105.47205,Amarillo,0
DLCHI428,PUENTE JULIMES,CHIHUAHUA,28.42361,-105.43816,Amarillo,1
DLCOA431,"PRESA VENUSTIANO CARRANZA, ENTRADA RIO SABINES",COAHUILA DE ZARAGOZA,27.51147,-100.67499,Amarillo,0
DLCOA432,"PRESA VENUSTIANO CARRANZA, CENTRO",COAHUILA DE ZARAGOZA,27.49669,-100.64442,Verde,0
DLCOA433,"PRESA VENUSTIANO CARRANZA, ENTRADA RIO SALADO",COAHUILA DE ZARAGOZA,27.48473,-100.70438,Amarillo,0
DLCOA434,"PRESA VENUSTIANO CARRANZA, SURESTE",COAHUILA DE ZARAGOZA,27.44855,-100.61208,Amarillo,0
DLCOA435,"PRESA VENUSTIANO CARRANZA, SUROESTE",COAHUILA DE ZARAGOZA,27.45079,-100.69417,Amarillo,0
DLCOA437,CORTINA PRESA VENUSTIANO CARRANZA,COAHUILA DE ZARAGOZA,27.50921,-100.6149,Amarillo,0
DLCOA439,RIO SABINAS 4,COAHUILA DE ZARAGOZA,27.76779,-101.02054,Amarillo,1
DLCOA441,PUENTE RIO SABINAS,COAHUILA DE ZARAGOZA,27.84027,-101.1227,Rojo,1
DLCOA442,AGUAS ABAJO DE SABINAS,COAHUILA DE ZARAGOZA,27.84842,-101.12512,Amarillo,1
DLCOA444,AGUAS ABAJO DEL POBLADO NUEVA ROSITA,COAHUILA DE ZARAGOZA,27.89212,-101.19206,Rojo,1
DLCOA448,RIO SABINAS 3,COAHUILA DE ZARAGOZA,27.97685,-101.41911,Amarillo,1
DLCOA450,ANTES DEL POBLADO MELCHOR OCAMPO (MUZQUIZ),COAHUILA DE ZARAGOZA,27.96737,-101.57022,Verde,1
DLCOA451,RIO SABINAS 1,COAHUILA DE ZARAGOZA,27.96926,-101.58122,Amarillo,1
DLCOA462,"FERSINSA GB, S.A. DE C.V. (AGUAS ABAJO)",COAHUILA DE ZARAGOZA,25.56572,-100.94548,Rojo,0
DLCOA464,"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (A) (AGUAS ARRIBA)",COAHUILA DE ZARAGOZA,25.49958,-100.98693,Rojo,2
DLCOA466,"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (B) (AGUAS ARRIBA)",COAHUILA DE ZARAGOZA,25.50166,-100.98679,Amarillo,0
DLCOA467,"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (B) (AGUAS ABAJO)",COAHUILA DE ZARAGOZA,25.5244,-100.95989,Rojo,2
DLCOA468,"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (C) (AGUAS ARRIBA)",COAHUILA DE ZARAGOZA,25.50274,-100.98609,Amarillo,0
DLCOA469,"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (C) (AGUAS ABAJO)",COAHUILA DE ZARAGOZA,25.53042,-100.9586,Rojo,2
DLCOA478,TOMA DE AGUA DE CFE,COAHUILA DE ZARAGOZA,28.53229,-100.40237,Amarillo,1
DLCOA479,RIO BRAVO 11,COAHUILA DE ZARAGOZA,28.67511,-100.50545,Amarillo,1
DLCOA480,AGUAS ARRIBA DE CONFLUENCIA CON RIO BRAVO,COAHUILA DE ZARAGOZA,28.66191,-100.50154,Amarillo,1
DLCOA481,PUENTE INTERNACIONAL PIEDRAS NEGRAS,COAHUILA DE ZARAGOZA,28.70915,-100.5111,Amarillo,1
DLCOA483,AGUAS ABAJO DE CONFLUENCIA CON RIO BRAVO,COAHUILA DE ZARAGOZA,29.0716,-100.68181,Verde,1
DLCOA484,RIO BRAVO POBLADO BALCONES,COAHUILA DE ZARAGOZA,29.28122,-100.87948,Amarillo,0
DLCOA486,PARQUE INDUSTRIAL ACUÑA,COAHUILA DE ZARAGOZA,29.36448,-101.00435,Amarillo,1
DLCOA487,CORTINA PRESA LA AMISTAD,COAHUILA DE ZARAGOZA,29.45219,-101.06331,Verde,0
DLCOA488,PRESA INTERNACIONAL LA AMISTAD 4,COAHUILA DE ZARAGOZA,29.45434,-101.11588,Amarillo,0
DLCOA489,REPRESA HIDRAULICA DEL RIO,COAHUILA DE ZARAGOZA,29.4667,-101.15818,Verde,0
DLCOA490,PRESA INTERNACIONAL LA AMISTAD 5,COAHUILA DE ZARAGOZA,29.51944,-101.25259,Verde,0
DLCOA491,PRESA INTERNACIONAL LA AMISTAD 6,COAHUILA DE ZARAGOZA,29.57344,-101.24739,Verde,0
DLCOA494,PRESA INTERNACIONAL LA AMISTAD 1,COAHUILA DE ZARAGOZA,29.49842,-101.30838,Amarillo,0
DLCOA495,PRESA INTERNACIONAL LA AMISTAD 2,COAHUILA DE ZARAGOZA,29.47494,-101.30058,Amarillo,0
DLCOA496,PRESA INTERNACIONAL LA AMISTAD 3,COAHUILA DE ZARAGOZA,29.46176,-101.27306,Verde,0
DLCOA501,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  1,COAHUILA DE ZARAGOZA,26.78061,-101.99227,Amarillo,0
DLCOA502,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  3,COAHUILA DE ZARAGOZA,26.88327,-102.00291,Amarillo,0
DLCOA503,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  4,COAHUILA DE ZARAGOZA,26.91218,-102.02923,Verde,0
DLCOA504,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  6,COAHUILA DE ZARAGOZA,26.90826,-102.07235,Verde,1
DLCOA505,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  2,COAHUILA DE ZARAGOZA,26.87806,-102.13817,Verde,0
DLCOL535,MANANTIAL ZACUALPAN,COLIMA,19.39268,-103.81945,Verde,0
DLCOL536,DERIVADORA PEÑITAS,COLIMA,19.32752,-103.81367,Rojo,1
DLCOL537,PICACHOS ARROYO SAN PALMAR,COLIMA,19.30709,-103.84142,Amarillo,1
DLCOL540,PUENTE PUEBLO JUAREZ,COLIMA,19.19427,-103.83638,Amarillo,1
DLCOL542,DREN ASMOLES,COLIMA,19.16825,-103.82355,Rojo,0
DLCOL544,AGUAS ARRIBA PLANTA DE TRATAMIENTO CIAPACOV,COLIMA,19.20653,-103.76331,Amarillo,1
DLCOL545,AV. 20 DE NOVIEMBRE,COLIMA,19.23628,-103.73276,Amarillo,1
DLCOL546,AV. TECNOLOGICO,COLIMA,19.25769,-103.72225,Amarillo,1
DLCOL547,LA CUMBRE,COLIMA,19.19417,-103.69386,Amarillo,1
DLCOL549,PUENTE NARANJO,COLIMA,19.16461,-103.50256,Rojo,1
DLCOL552,PASO POTRERILLOS,COLIMA,18.95295,-103.50424,Rojo,1
DLCOL553,LAS CONCHAS,COLIMA,18.87958,-103.63775,Amarillo,1
DLCOL5538,A.P. EL NARANJAL,COLIMA,19.40773,-103.65246,Verde,0
DLCOL5539,A.P OBRA DE TOMA LA LIMA NUEVO NARANJAL,COLIMA,19.4057,-103.67206,Amarillo,1
DLCOL554,DERIVADORA CALLEJONES,COLIMA,18.83518,-103.62505,Rojo,1
DLCOL5541,BARRANCA MONTE GRANDE,COLIMA,19.40362,-103.58024,Amarillo,1
DLCOL5542,ARROYO MONTE GRANDE M. D. (MARGEN DERECHA),COLIMA,19.40441,-103.58248,Amarillo,1
DLCOL5543,OBRA DE TOMA LA HEMBRILLA,COLIMA,19.42499,-103.61676,Amarillo,1
